"","Country","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Myanmar","Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1234605,5.6907115,6.8471406,6.0223456,6.6956208,6.1255794,5.2017985,5.0231972,5.3104288,5.601945,5.6512254,5.4516404,5.1139456,4.0210875,3.7749712,3.7937069,4.0397731,3.9213836,3.5575807,3.4221296,3.4568204,3.2182607,3.0703691,2.9236711,2.9782636,2.8791421,1.9724009,2.1408523,2.9591067,3.3958905,3.1710046,3.3545179,3.5231086,3.5411211,3.6848324,3.4934279,2.3137224,2.0089012,1.7313834,2.0011992,1.5625615,1.1275082,1.6704623,1.657227,1.3546012,NA,NA,NA,NA,NA,NA,3.8993658,4.0444939,3.789506,4.3013674,4.0865629,3.6489321,2.307457,2.1462132,2.9545908,3.3349398
"Philippines","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9587457,1.8391331,1.7784589,1.702908,1.8088158,1.8558622,1.7049425,1.5491999,1.6517271,1.7399394,1.8674718,2.0908885,2.1567565,2.0699906,2.3361569,2.8138049,3.5580393,NA,3.9313383,3.621309,2.5817672,2.9649311,2.7097547,2.755721,2.5972879,2.4092534,1.6347589,1.9825734,1.9880536,1.9652471,2.4588892,2.2429234,2.1472467,2.0107211,2.0364616,2.1575356,2.1724466,2.2941315,2.2684077,1.9144614,1.6972934,1.6157758,1.6082266,1.4713788,1.4738902,1.5508448,1.3606265,1.3317953,1.3151639,1.2914259,1.2503291,1.2023234,1.1701322,1.1534146,1.1067042,1.1895017,1.0431271,1.088463,1.0455851,1.2470771,0.8195847,0.9202631,1.0124239,1.0378475
"Singapore","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.399081,5.6417031,5.0858079,4.704631,4.2941723,4.649257,5.044361,5.6771617,5.1952373,4.6520155,4.6368614,4.7413552,4.6511902,4.0714686,4.6988154,5.6566129,5.4425116,4.8706115,4.5478653,4.4928983,4.6321445,4.4483567,4.4713686,4.0917649,3.7914351,4.1787979,4.253314,4.4500365,5.211053,5.207354,4.5188863,4.82625,4.9249863,4.8696476,4.4168051,4.2881258,3.9450252,3.6025528,3.8500268,3.8824233,3.3813984,3.1938746,3.1081662,3.0384911,3.0478604,3.0467127,3.0993153,2.9841821,2.8355008,2.7955138,2.9428847,2.9782313
"Thailand","Thailand",NA,NA,NA,NA,NA,NA,NA,NA,3.5759854,3.2486218,3.0147675,2.4652649,2.0976768,2.6285468,2.61604,2.4300254,2.3259193,2.1653679,2.4268169,2.7545602,2.9913666,3.0652985,3.5609764,3.4742474,2.882243,2.6554386,2.7952328,3.131421,3.4817734,3.9237142,4.3809194,4.2444549,4.0631625,4.1203692,3.9533588,4.0644388,4.189115,3.7953282,3.3613866,2.9335011,2.6846671,2.5942502,2.6450248,2.6574229,2.5248245,2.5023834,2.2737824,2.1515251,2.1739225,1.8563683,1.6237976,1.488231,1.4337874,1.3499493,1.242128,1.0798069,1.0482295,1.101162,1.3396977,1.5326887,1.7037548,1.4548079,1.4867042,1.3814116,1.4039569,1.4066366,1.4265819,1.4214401,1.3899544,1.357574,1.3527078,1.4595203,1.3184427
"East Timor","East Timor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4448649,0.6059157,0.8238459,0.5385877,1.1401738,0.6599395,0.3613228,0.5004947,0.5607809,0.7322885,1.190536,1.0399445,0.9169434,0.7622057,1.2321415,1.1621977,1.1415807
"Vietnam","Vietnam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9537678,7.1016104,7.2865127,7.9108569,5.5953172,3.3745884,2.2586947,2.6493553,NA,NA,NA,NA,NA,NA,NA,NA,2.1286411,2.0143798,1.7809609,1.9383646,2.3047573,2.1563729,2.2652087,2.3050493,1.9820999,2.1568864,2.1768498,2.2855076,2.3611557,2.4429608,2.2679698,2.2845699,NA,NA,NA
"Kazakhstan","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0626202,0.8387317,1.0324217,1.2019945,1.112939,1.1497383,0.8196071,0.7846451,0.9998175,0.9983377,1.0299275,0.9882397,1.0363212,0.9789988,1.2968768,1.1546685,1.1030332,1.0144156,0.9365135,1.0469065,1.0780848,1.0416921,NA,0.9335518,0.831895,0.8356258,1.0209168,0.9423976,0.8663686
"Kyrgyz Republic","Kyrgyz Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8529557,0.8250556,1.0902816,1.7905169,1.5479801,1.7630187,1.5906341,1.8512476,1.8826787,1.4544226,1.6150871,1.6967288,1.6833068,1.6144018,1.6656395,1.3388219,1.1891989,1.4331099,1.6110185,1.394428,1.6279722,1.6223608,1.713569,1.7520241,1.6973896,1.5760111,1.5711222,1.5586922,1.8385256,1.6692138
"Tajikistan","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000365714,0.00347686,0.0017198,1.0986133,1.289141,1.6950949,1.7130316,1.3920446,0.5981745,0.5807839,1.0488369,1.1187915,1.1313363,NA,NA,NA,1.0221871,0.9547685,0.9528551,1.0938066,0.99914,NA,1.1283801,1.2819824,1.2151398,1.093906,1.082302,1.0383298,1.0106898,1.0092128
"Turkmenistan","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7976471,2.3158462,2.0417444,3.9622702,3.1140273,2.9018748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uzbekistan","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5274824,1.1080287,1.2341859,1.4024958,NA,1.63765,1.1517799,0.8347708,0.5977928,0.5389213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5554826,NA,NA,NA
"Albania","Albania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0520216,5.8483171,5.6515957,5.441282,6.1175045,5.6514262,5.6261865,5.8622289,5.6173166,5.1676127,5.8883007,5.7912704,4.6708878,3.1994511,2.5478191,2.0535874,1.3790296,1.2830808,1.2382426,1.2492101,1.2463602,1.3092914,1.3200345,1.3368429,1.3811579,1.350005,1.5677691,1.8207653,1.9848689,1.5172171,1.5585919,1.5282663,1.4870826,1.4089821,1.346516,1.1623039,1.103581,1.1086964,1.1605448,1.2996763,1.258268,1.4156359
"Bosnia and Herzegovina","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9043729,2.4166977,1.8896028,1.5442197,1.3865335,1.2361529,1.220612,1.3765862,1.2803414,1.1364303,1.1455719,1.0870558,1.0258269,1.0006137,0.9339008,0.8641827,0.8525486,0.8200662,0.845572,0.8949383
"Bulgaria","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3962707,3.8334435,3.0432316,2.9726338,2.6092716,2.4926173,2.3741313,2.4029341,2.4307014,2.4530591,2.645172,2.6711705,2.8844614,2.8012596,2.7120207,2.3919935,2.2528982,2.0969913,2.2296113,2.1335248,1.7395115,1.6524682,1.3207173,1.3363553,1.4593401,1.3137045,1.2488481,1.2467073,1.2262437,1.4515684,3.1484755,1.5444513,1.594889
"Croatia","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6073864,10.7267572,11.1481773,9.3150104,8.2920111,8.9424925,6.6002195,4.4296297,3.0300558,2.7027738,2.7306333,2.0462989,1.7601437,1.7623284,1.6858051,1.6284306,1.8451879,1.7898345,1.6811906,1.7515682,1.6703631,1.6250085,1.8231861,1.7605797,1.6003581,1.6435934,1.55249,1.6093024,1.7708518,2.7355686
"Czech Republic","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3304041,2.2834009,1.8436228,1.7319047,1.6620458,1.8259318,1.8590699,1.877357,1.7512496,1.824407,1.892764,1.7137032,1.7900838,1.5759062,1.4309147,1.2324716,1.3105641,1.1947722,1.0778365,1.0632168,1.0150837,0.9662278,0.9465821,0.9961281,0.9566554,1.08867,1.1525214,1.3258191,1.4340914
"Estonia","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761752,1.0416303,0.9580983,0.8735961,1.0467725,1.0674917,1.2871134,1.3763271,1.5022145,1.6671295,1.7430493,1.6996892,1.4509199,1.3884224,1.6575821,1.7650497,1.7889384,1.6864701,1.6640102,1.8835796,1.8966666,1.9127859,2.0113352,2.0518444,2.0077335,2.0086659,2.0240188,2.3637676,2.155515
"German Democratic Republic","German Democratic Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hungary","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0300752,3.7416851,3.2736573,3.006993,3.2078414,3.335405,3.0062394,2.9553265,3.2396379,3.2390444,3.3425798,3.3337607,3.243307,3.3359366,3.147675,4.9724291,3.2237325,3.1555773,3.5962233,2.7861621,2.563538,2.1614698,2.1796532,1.9065683,1.8241344,1.3247275,1.259061,1.4766844,1.2721642,1.4336126,1.5131002,1.5701271,1.5937738,1.6426216,1.4727238,1.4120288,1.22301,1.2702581,1.1811797,1.1286455,1.0239956,1.038426,1.0292054,0.9453031,0.8594478,0.9054446,1.0031063,1.0266576,1.1166414,1.2543863,1.8566293,1.6360659
"Kosovo","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0163028,0.4815973,0.6617087,0.7615412,0.6675633,0.6871483,0.7253115,0.7761514,0.7736674,0.7957205,0.7979143,0.826154,1.0605525,0.9398589
"Latvia","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7352954,0.8387572,0.8056568,0.6391447,0.5821149,0.587848,0.7509408,0.881715,1.0415388,1.5422083,1.6100243,1.5956582,1.6106219,1.7150186,1.5528724,1.6270909,1.3822678,1.0875152,1.0371597,0.902699,0.9317867,0.9439353,1.0378293,1.4506933,1.5948215,2.0622774,2.028669,2.2550151,2.280419
"Lithuania","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8122606,0.4933776,0.4543729,0.50398,0.7471112,1.2292543,0.9701025,1.2167,1.3619436,1.2712887,1.1212285,1.1959433,1.1622116,1.1651848,1.1136076,1.1316086,1.0828038,0.8786591,0.7907008,0.7652658,0.7629075,0.8795963,1.1377482,1.4775059,1.7120705,1.9674191,2.0071507,2.1276314,2.0217262
"North Macedonia","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8136767,2.1282469,2.0982398,1.7138206,1.8508215,6.1003956,2.6455975,2.3417012,2.3801041,2.0292633,1.8365377,1.9500697,1.7423409,1.6881646,1.3821546,1.2621871,1.2253197,1.1694372,1.0929608,0.9934277,0.970116,0.8950414,0.9431087,1.1645941,1.2481217,1.5410425
"Montenegro","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6943633,2.2907121,1.7440598,1.8721819,1.8437594,1.8143477,1.7489672,1.6564633,1.4522627,1.4722715,1.4037162,1.4112798,1.3627764,1.3692948,1.3344127,1.6690992,1.7429456
"Poland","Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6523297,2.9131856,3.2455824,2.9029463,3.0550373,3.015797,2.9414035,2.7626919,2.5920551,1.8171215,2.6124857,2.2516502,2.2309994,2.4691873,2.2732321,1.9555071,1.9679194,2.0313067,2.0190813,1.9011358,1.8303366,1.905638,1.9006386,1.908042,1.873241,1.9261299,1.9200448,2.0020328,1.7521397,1.7974162,1.8319183,1.7898088,1.802713,1.7803226,1.9070465,2.1374071,1.9384627,1.894931,2.0495721,1.9710413,2.2983157,2.1204144
"Romania","Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2045427,2.2012236,2.0402159,1.9850871,1.9067272,4.2992808,4.4457112,3.9140286,4.2054706,4.7972961,4.547415,4.7733347,4.2476825,2.740608,3.1147284,2.6134477,2.3690729,3.01765,3.0041749,2.6402593,2.4989142,2.4207452,2.2872961,2.0884871,2.0076576,1.9819353,1.8225711,1.4936183,1.3999844,1.2780696,1.2544216,1.2981627,1.2323827,1.2853828,1.3459986,1.4519688,1.406137,1.7210717,1.8052417,1.843956,2.0308867,1.9539229
"Serbia","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5112859,3.7865045,3.511898,4.0059474,5.1539432,4.0275712,4.2099541,3.4479085,2.9731616,2.2739436,2.1706212,2.2505172,2.1297981,2.1572765,2.0859653,2.003645,1.9709937,1.9006599,1.9407688,1.8260863,1.7451557,1.8375075,1.6149376,2.2144191,2.1021793,2.0865005
"Slovakia","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9963603,1.939519,3.1545581,2.9738287,2.2831162,1.7443365,1.5738265,1.6553124,1.843161,1.7760268,1.8411111,1.652006,1.6814409,1.5965126,1.4783889,1.4593851,1.5164867,1.2597404,1.0742659,1.0791595,0.9791969,0.9859735,1.1144881,1.1195561,1.1072576,1.2277756,1.7118912,1.9504937,1.7058158
"Slovenia","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2472333,1.8173014,1.6540747,1.5730348,1.5363628,1.4013683,1.3611825,1.2113025,1.0931663,1.3004825,1.3876186,1.4037983,1.4306519,1.4201972,1.5421822,1.4429145,1.4929191,1.5861568,1.6031252,1.2921708,1.1667912,1.0469483,0.9737396,0.9301195,1.0042871,0.9818311,0.9781148,1.0573034,1.0614253,1.2180758
"Yugoslavia","Yugoslavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armenia","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2033898,2.2966443,NA,4.0593119,3.281867,3.9093986,3.528096,3.6973742,3.5600249,3.1272494,2.6977147,2.7283722,2.7419967,2.8719314,2.9476132,3.0425747,3.3955794,4.1570499,4.2656461,3.8539464,3.5837669,3.9972446,3.9433783,4.2392258,4.0903492,3.8497306,4.1198862,4.7877058,4.982736,4.4401211
"Azerbaijan","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4002256,5.0004678,1.9465846,2.7369013,2.2542303,2.3240498,2.4123559,2.6251099,2.2678621,2.3120626,2.2433138,2.4263626,2.6294811,2.2990697,3.4177593,2.8641949,3.2912111,3.3254217,2.7910044,4.6701356,4.6586183,4.5409233,4.5550131,5.4648768,3.6885273,3.7563017,3.5624012,3.8734117,5.390495,5.270059
"Belarus","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6224986,2.7909715,3.6216083,1.6994638,1.2606926,1.7689666,1.4950987,1.3667607,1.3469842,1.4382907,1.4002458,1.2990639,1.3582223,1.4984531,1.7094125,1.6497659,1.4534929,1.372577,1.3413834,1.2244951,1.2292187,1.2707967,1.2688425,1.2574824,1.253515,1.146289,1.1822617,1.2008645,1.1741698,1.1558057
"Georgia","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.210173,1.2535877,1.136974,0.9243749,0.6155825,0.740186,1.000533,1.0684891,1.373839,3.3391698,5.218307,9.1591165,8.5201184,5.6065971,3.7096324,3.1029687,2.9837341,2.5705524,2.3579396,2.0029459,2.0816403,1.969743,1.8971132,1.7499243,1.7829881,1.6732217
"Moldova","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5300672,0.7737941,0.9259659,0.9066937,0.9027725,0.6248552,0.5112991,0.3872825,0.4025923,0.4198466,0.4163813,0.360979,0.4002351,0.4826345,0.5161935,0.6085356,0.4578866,0.2628792,0.2729496,0.2740799,0.2812615,0.2898526,0.2976255,0.3403299,0.3193186,0.3263751,0.355073,0.3748385,0.4116136
"Russia","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4270323,4.1813246,4.5237007,3.78443,3.7565588,4.0398093,2.7326491,3.0732879,3.3070298,3.5463192,3.7562774,3.6708381,3.3003536,3.3301032,3.2452544,3.1185421,3.149486,3.9240634,3.5850857,3.4330438,3.6892404,3.8540426,4.112993,4.8715147,5.4251477,4.2489961,3.6925188,3.8321157,4.2634498,4.0800662
"Ukraine","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3523529,1.7983403,2.0359574,2.1907863,2.7949791,2.1059817,1.9007562,2.1510492,1.8868711,1.9846842,2.124209,1.9670586,2.405749,2.3877456,2.4725274,2.3027411,1.9089819,1.902361,1.5336412,1.6133199,1.5792917,2.2450205,3.2511808,3.1547766,2.8844015,3.1923533,3.5201524,3.8118495,3.2283469
"USSR","USSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria","Austria",NA,NA,NA,NA,NA,NA,NA,NA,1.6268458,1.812384,1.7021113,1.4581857,1.3093375,1.3520719,1.5796678,1.8873002,1.5072134,1.6244051,1.6091664,1.5426747,1.4992566,1.3801301,1.246107,1.2022867,1.1849886,1.2768825,1.4512784,1.3651968,1.3459519,1.4292126,1.4338457,1.4202461,1.3800517,1.4129967,1.3911759,1.4141583,1.5126236,1.5087585,1.4166779,1.2991811,1.2341549,1.1956603,1.1542171,1.0992141,1.1155845,1.0944531,1.0732321,1.049683,1.046434,1.0180729,0.9802461,0.9803186,0.90824,0.8835278,0.9136403,0.8934805,0.8501426,0.7858132,0.9004572,0.8707051,0.8333796,0.8212327,0.7908976,0.7784643,0.7508254,0.7477801,0.6981382,0.7297377,0.7573213,0.7447384,0.7275132,0.8329894,0.8021217
"Belgium","Belgium",NA,NA,NA,NA,4.8625578,4.880254,3.7834116,3.558163,3.6083995,3.5709566,3.5183357,3.3973479,3.2590701,3.2847522,3.216631,3.2134717,2.9730636,3.112586,3.1345816,3.11509,2.931815,2.9186401,2.8989259,2.88076,2.8353111,2.7614162,3.0650345,3.0933695,3.1432486,3.2615221,3.261345,3.2501954,3.3660494,3.2699446,3.1914132,3.0079024,2.9312339,2.9537726,2.9017948,2.6287484,2.4608543,2.3554405,2.2876928,1.8323325,1.7359659,1.6771432,1.5657522,1.5401027,1.4769758,1.4639193,1.3858356,1.3412103,1.2765042,1.2157122,1.2149882,1.1492721,1.0915601,1.0512392,1.0945353,1.2138983,1.1600399,1.0846329,1.0435068,1.0417565,1.0089595,0.9709598,0.9092842,0.8947062,0.8836806,0.8913995,0.8893872,1.0451027,1.0818078
"Cyprus","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2702917,1.5771579,5.3914777,5.700256,5.3693551,7.3740356,7.2647761,9.129286,4.0749526,4.0239892,3.0410342,4.5247148,5.5739108,4.6763179,2.733851,2.8220902,3.1532222,2.1301607,1.9851631,1.9557692,2.0374697,1.8999979,1.6845997,1.6297049,1.8168195,1.8578077,1.7426623,1.6593987,1.6110616,1.5472605,1.6532134,1.4108257,1.5831113,1.7804857,1.8580435,2.0534803,1.9868122
"Denmark","Denmark",NA,1.664503,2.0529887,2.739504,3.3633475,3.1943692,3.1811895,3.026286,3.0787953,2.8771112,2.5890138,2.7288776,2.5868116,3.0182731,3.0415239,2.8429145,2.8321377,2.6367497,2.5882109,2.6759341,2.3916076,2.42912,2.3622222,2.1799733,1.9758076,2.2348439,2.3972495,2.2042032,2.2163031,2.2718212,2.2515274,2.3630925,2.4386664,2.419895,2.3647429,2.2354707,2.1046721,1.9448192,2.0316475,2.0874706,2.0242201,1.950757,1.9546802,1.8893773,1.9071977,1.7701099,1.6853147,1.6448167,1.6159612,1.6080264,1.5648547,1.4574441,1.5323807,1.5081499,1.4668512,1.4237042,1.3114886,1.3774922,1.3072471,1.3550045,1.3501786,1.3986218,1.3135313,1.351819,1.227252,1.1492733,1.111446,1.1476376,1.1382333,1.2775393,1.3109772,1.3982031,1.3715915
